countrynewwb;codewb;year;pop_adult;regionwb;incomegroup;group;group2;account;fiaccount;mobileaccount;borrow_money;dig_acc;saved fo old age;borrowed from fam and fri;envio remesa nacional;recibio_remesa_nacional;recibio_remesa_digital;recibio_transferencia_gobierno;recibio_pension_publica;retiro_dinero_cuenta;cuenta_inactiva;pagos_comercio_digital;ahorro_total
Colombia;COL;2021;39661157;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;in laborforce;672663111;640110085;0.255534071;550424879;NA;NA;309576111;0.27489691;0.225987634;NA;186228384;NA;168773279;;0.251837308;391578272
Costa Rica;CRI;2021;3990389;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;out of laborforce;60017471;60017471;NA;289812784;NA;NA;169988215;0.094986565;0.192354721;NA;1000144;NA;68840951;;0.276431779;348499023
Costa Rica;CRI;2021;3990389;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;in laborforce;75033757;75033757;NA;446063316;NA;NA;228226746;0.290693731;0.25636107;NA;117435726;NA;197036509;;0.474776466;569727587
Dominican Republic;DOM;2021;7960918;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;out of laborforce;364247331;348402283;NA;34411376;NA;NA;181603694;0.079106876;0.253483459;NA;139395365;NA;55325183;;0.060311941;251359745
Dominican Republic;DOM;2021;7960918;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;in laborforce;614014254;595357564;NA;523508223;NA;NA;291422456;0.251282147;0.309952738;NA;166273738;NA;141224311;;0.180771781;45930821
Ecuador;ECU;2021;12914981;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;out of laborforce;462871327;462871327;NA;344543695;NA;NA;223304126;0.085470069;0.191543542;NA;;NA;76863964;91242832;0.07123622;24077335
Ecuador;ECU;2021;12914981;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;in laborforce;75774018;75774018;NA;553002537;NA;NA;329676793;0.21124928;0.220521853;NA;;NA;194179924;109419807;0.215460229;483717072
El Salvador;SLV;2021;4592875;Latin America & Caribbean (excluding high income);Lower middle income;laborforce;out of laborforce;226613084;190486274;0.070604335;206321996;NA;NA;153762291;NA;0.11150392;NA;204787274;NA;;;NA;262188198
El Salvador;SLV;2021;4592875;Latin America & Caribbean (excluding high income);Lower middle income;laborforce;in laborforce;464256445;400672894;0.140141232;371777374;NA;NA;178965783;NA;0.159988202;NA;255323307;NA;;;NA;4808794
Guatemala;GTM;2022;11489738;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;out of laborforce;290060284;267007491;NA;252001383;NA;NA;174100664;NA;0.089514855;NA;;NA;;;NA;242546056
Guatemala;GTM;2022;11489738;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;in laborforce;4136846;393385823;NA;352928427;NA;NA;249703763;NA;0.12193071;NA;;NA;;;NA;370247781
Honduras;HND;2021;6863097;Latin America & Caribbean (excluding high income);Lower middle income;laborforce;out of laborforce;232269942;205891133;NA;239119099;NA;NA;185184564;0.081277018;0.130507333;NA;;NA;;;NA;173691411
Honduras;HND;2021;6863097;Latin America & Caribbean (excluding high income);Lower middle income;laborforce;in laborforce;483551915;434226602;NA;475897033;NA;NA;314841314;0.146291853;0.239867125;NA;;NA;;;NA;370859124
Jamaica;JAM;2021;2248537;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;out of laborforce;684620658;673974405;0.070456585;272194288;NA;NA;185694318;0.127553579;0.349791869;0.132583514;;NA;103821471;149058407;0.199149665;528845287
Jamaica;JAM;2021;2248537;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;in laborforce;757787299;753708822;0.155360875;34180382;NA;NA;207545802;0.228261109;0.288766615;0.161579072;;NA;125465126;102373072;0.273839327;689173763
Mexico;MEX;2022;93851214;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;out of laborforce;334436256;304310178;0.09701888;243227966;NA;NA;14787907;0.054995316;0.086745483;0.051163641;144588838;NA;5121212;;0.145630249;216812114
Mexico;MEX;2022;93851214;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;in laborforce;568270076;54243903;0.2240896;407376057;NA;NA;220801614;0.171252101;0.199250524;0.129659548;84889367;NA;143174361;;0.367029672;458023157
Nicaragua;NIC;2021;4567953;Latin America & Caribbean (excluding high income);Lower middle income;laborforce;out of laborforce;181035924;143545275;NA;31029933;NA;NA;19460243;NA;0.171966198;NA;;NA;;;NA;277980643
Nicaragua;NIC;2021;4567953;Latin America & Caribbean (excluding high income);Lower middle income;laborforce;in laborforce;293603975;26899939;NA;413620195;NA;NA;255393082;NA;0.200386849;NA;;NA;;;NA;411575409
Panama;PAN;2021;3160275;High income;High income;laborforce;out of laborforce;319616136;319616136;NA;250656736;NA;NA;166467615;0.077780008;0.162658578;NA;171350115;NA;;;NA;291559224
Panama;PAN;2021;3160275;High income;High income;laborforce;in laborforce;557481002;557481002;NA;330839539;NA;NA;182660946;0.237641762;0.253975956;NA;20572192;NA;;;NA;448448969
Paraguay;PRY;2021;4679787;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;out of laborforce;477413902;239461241;0.313061729;260295586;NA;NA;173919787;0.102753828;0.186927539;0.081497989;21422068;NA;;;NA;161621655
Paraguay;PRY;2021;4679787;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;in laborforce;584330404;289692254;0.415432474;401244122;NA;NA;250820633;0.189072813;0.217933361;0.131670013;14338966;NA;;;NA;274627639
Peru;PER;2021;24463530;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;out of laborforce;383157576;367410809;0.059736426;281971147;NA;NA;162442627;0.108689819;0.179904625;0.064540512;213956035;NA;60212458;;0.099596199;211971153
Peru;PER;2021;24463530;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;in laborforce;670525687;659829426;0.185144992;480544384;NA;NA;268667328;0.268309401;0.282201433;0.162836481;226680966;NA;163231363;;0.277223154;413830305
United States;USA;2021;270549658;High income;High income;laborforce;out of laborforce;943515595;943515595;NA;684029712;NA;NA;133911695;NA;NA;NA;345717309;0.276963649;607868293;;NA;694026471
United States;USA;2021;270549658;High income;High income;laborforce;in laborforce;952753341;952753341;NA;803411108;NA;NA;205974771;NA;NA;NA;274335084;0.061545245;698622937;;NA;835448862
Uruguay;URY;2021;2725712;High income;High income;laborforce;out of laborforce;661946815;661946815;NA;51225998;NA;NA;146574435;NA;NA;NA;20661199;NA;312119408;;NA;284370827
Uruguay;URY;2021;2725712;High income;High income;laborforce;in laborforce;793712285;793712285;NA;587898873;NA;NA;195312081;NA;NA;NA;262791588;NA;400788614;;NA;441081056
Venezuela, RB;VEN;2021;20527738;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;out of laborforce;731226306;731226306;0.176498598;393300146;NA;NA;304416634;0.159878192;0.361487687;0.270110682;214244633;0.229476736;121680945;;0.506207145;180397253
Venezuela, RB;VEN;2021;20527738;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;in laborforce;903187415;897678284;0.369647572;464418908;NA;NA;370986932;0.31794184;0.397151729;0.28550191;18078433;0.157107693;218857492;;0.760712914;473917228
Argentina;ARG;2024;35433130;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;out of laborforce;71270525;628094819;0.380175259;455314564;0.557659204;NA;225222726;0.12981549;0.150942208;0.094939276;121447187;NA;2002916;;0.454461031;369272442
Argentina;ARG;2024;35433130;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;in laborforce;878591044;787895433;0.676699978;623414465;0.803814469;NA;256822579;0.240342881;0.210729816;0.158041505;150596618;NA;356811052;;0.688034811;545433966
Belize;BLZ;2024;300138;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;out of laborforce;603371374;58811159;0.061915933;43581441;0.302750789;0.093535175;184882442;0.1050439;0.310964453;0.119456356;13757536;NA;14077768;;0.124318784;535558682
Belize;BLZ;2024;300138;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;in laborforce;72075666;718760273;0.176896756;592392979;0.499330759;0.130154021;311304429;0.323713955;0.336119116;0.186862088;139316035;NA;153592557;;0.312366947;768246456
Bolivia;BOL;2024;8553476;Latin America & Caribbean (excluding high income);Lower middle income;laborforce;out of laborforce;43736054;4080703;0.104013643;332005338;0.205782517;NA;144140016;0.115697735;0.160331525;0.072954696;151128348;NA;64981421;;0.095618928;354905416
Bolivia;BOL;2024;8553476;Latin America & Caribbean (excluding high income);Lower middle income;laborforce;in laborforce;610771549;575768791;0.230657572;528867946;0.379248969;NA;229158983;0.21040547;0.216109894;0.134765324;89880291;NA;128800298;;0.240049282;560993829
Brazil;BRA;2024;169047814;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;out of laborforce;776152067;767856478;0.348041236;482142164;0.53908708;0.043483194;116177133;0.10746455;0.122144594;0.088789794;245767297;NA;261652318;;0.390467456;309431558
Brazil;BRA;2024;169047814;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;in laborforce;91785978;909906092;0.725711332;730983879;0.812816702;0.13685707;179924698;0.271766367;0.167442828;0.135494109;170388602;NA;542422224;;0.731549794;564916272
Colombia;COL;2024;41544122;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;out of laborforce;403367888;293293755;0.226322851;368446119;0.270526576;NA;11963955;0.103072333;0.167374918;0.076327591;145063673;NA;;;0.122946262;174833093
Colombia;COL;2024;41544122;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;in laborforce;667514622;515217064;0.487177403;518002657;0.569885174;NA;23683824;0.221815707;0.214500975;0.138873702;98670201;NA;;;0.341373344;446765407
Costa Rica;CRI;2024;4118576;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;out of laborforce;574747005;574747005;NA;2867144;0.399717955;0.046557532;133306021;0.108011855;0.168807649;0.09755084;;0.209009186;6453261;;0.296333599;361159073
Costa Rica;CRI;2024;4118576;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;in laborforce;809677584;809677584;NA;439942085;0.697409523;0.170460235;187629135;0.213483818;0.245732713;0.183511599;;0.060495577;22265601;;0.594548049;61784799
Dominican Republic;DOM;2024;8281568;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;out of laborforce;473542294;445545868;0.092639763;503139081;0.219836866;0.044449776;19428013;0.201305238;0.375592776;0.091352787;237261801;NA;91002378;;0.097548016;357628712
Dominican Republic;DOM;2024;8281568;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;in laborforce;752296568;745317591;0.2326566;718603716;0.536440227;0.139678075;281133281;0.347289865;0.412893584;0.216673897;220389418;NA;287651221;;0.383499422;619451199
Ecuador;ECU;2024;13484219;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;out of laborforce;493353698;489710506;0.034154493;329113746;0.254915826;NA;171103832;0.078095833;0.1498432;0.072803104;;NA;61892501;;0.106084928;235195465
Ecuador;ECU;2024;13484219;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;in laborforce;702990746;696677853;0.12632135;537003296;0.433231297;NA;191953312;0.137923974;0.177662725;0.125258941;;NA;175361012;;0.246905347;41363346
El Salvador;SLV;2024;4718943;Latin America & Caribbean (excluding high income);Lower middle income;laborforce;out of laborforce;296825424;290569605;NA;276894608;0.11666254;NA;90806197;NA;0.135957052;NA;113719061;NA;;;NA;270557401
El Salvador;SLV;2024;4718943;Latin America & Caribbean (excluding high income);Lower middle income;laborforce;in laborforce;54611639;541401665;NA;462105638;0.291659087;NA;162604495;NA;0.21791586;NA;116801857;NA;;;NA;51458081
Guatemala;GTM;2024;12299923;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;out of laborforce;296665882;294829084;NA;351768116;0.077475624;NA;117993225;0.056553039;0.125723769;NA;;NA;;;NA;251831726
Guatemala;GTM;2024;12299923;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;in laborforce;432388816;421624633;NA;447477004;0.163432401;NA;17362342;0.129084502;0.148491133;NA;;NA;;;NA;390702041
Honduras;HND;2024;7345357;Latin America & Caribbean (excluding high income);Lower middle income;laborforce;out of laborforce;299703531;268715805;0.042486041;396659026;0.128386733;NA;160897317;0.074935913;0.175268624;0.045148273;;NA;;;NA;272424702
Honduras;HND;2024;7345357;Latin America & Caribbean (excluding high income);Lower middle income;laborforce;in laborforce;51604608;483824332;0.157670816;565588099;0.302642905;NA;226226557;0.181407522;0.267365903;0.158797472;;NA;;;NA;51522376
Mexico;MEX;2024;97411242;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;out of laborforce;428220741;424614963;0.025107399;283798985;0.189284017;NA;112547245;0.061773146;0.073577246;NA;201186028;NA;61606141;;0.134176102;293109256
Mexico;MEX;2024;97411242;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;in laborforce;590697404;582597686;0.151247875;493094156;0.43578107;NA;205338685;0.152596355;0.181671457;NA;84740847;NA;188944187;;0.333628997;595950157
Nicaragua;NIC;2024;4830854;Latin America & Caribbean (excluding high income);Lower middle income;laborforce;out of laborforce;163816877;159488139;NA;362895731;0.075963583;NA;115103388;0.033694496;0.160580763;NA;;NA;;;NA;235786993
Nicaragua;NIC;2024;4830854;Latin America & Caribbean (excluding high income);Lower middle income;laborforce;in laborforce;262258703;236649398;NA;462592946;0.172983599;NA;200453483;0.158119908;0.160784982;NA;;NA;;;NA;434591934
Panama;PAN;2024;3331755;High income;High income;laborforce;out of laborforce;506679346;465535618;0.266632893;381152381;0.352478606;NA;170686482;0.166486691;0.211292567;0.112624283;;NA;76072373;;0.229134635;383942437
Panama;PAN;2024;3331755;High income;High income;laborforce;in laborforce;730438845;704078917;0.456443138;534245485;0.581827917;NA;263218118;0.254045209;0.243608271;0.140821248;;NA;161273357;;0.451207061;561486137
Paraguay;PRY;2024;4874331;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;out of laborforce;506277806;340010951;0.251750351;415328296;0.321625964;NA;140265964;0.166957677;0.237254819;0.173268029;;NA;;;0.149701474;221459913
Paraguay;PRY;2024;4874331;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;in laborforce;656531594;508623845;0.409077482;609189478;0.542142705;NA;270817153;0.313137629;0.285556704;0.204332627;;NA;;;0.310195497;445728671
Peru;PER;2024;25601447;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;out of laborforce;413152585;30068433;0.250233949;332695497;0.280369509;NA;192695406;0.099598414;0.168196127;0.066306982;;NA;35209279;;0.168483816;305278955
Peru;PER;2024;25601447;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;in laborforce;670795098;58354596;0.500421257;534140069;0.565436931;NA;214640842;0.244206629;0.233685601;0.138137466;;NA;165902046;;0.395726936;498037432
Venezuela, RB;VEN;2024;20899114;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;out of laborforce;848720491;848720491;0.238101326;55113658;0.786637452;NA;221966019;0.201238609;0.332848513;0.247985337;242954988;0.23178342;123851389;;0.696704651;416617908
Venezuela, RB;VEN;2024;20899114;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;in laborforce;887919553;8727911;0.39720311;66262935;0.827106555;NA;27708419;0.352331581;0.373165065;0.260156544;199870193;0.204221634;183323509;;0.726946095;582420338
Argentina;ARG;2014;31872846;Latin America & Caribbean (excluding high income);Upper middle income;education;secondary edu or more;489029486;489029486;NA;410987273;NA;NA;;NA;NA;NA;128509556;NA;319240832;;NA;289829461
Argentina;ARG;2014;31872846;Latin America & Caribbean (excluding high income);Upper middle income;education;prim edu or less;522676986;522676986;NA;218760464;NA;NA;;NA;NA;NA;173229849;NA;180205597;;NA;137926931
Belize;BLZ;2014;228016;Latin America & Caribbean (excluding high income);Upper middle income;education;secondary edu or more;508090271;508090271;NA;598566112;NA;NA;351000229;NA;NA;NA;152429292;NA;128772717;;NA;635497481
Belize;BLZ;2014;228016;Latin America & Caribbean (excluding high income);Upper middle income;education;prim edu or less;413253903;413253903;NA;427604823;NA;NA;221933916;NA;NA;NA;91983815;NA;49974601;;NA;488060272
Bolivia;BOL;2014;7120716;Latin America & Caribbean (excluding high income);Lower middle income;education;secondary edu or more;481603858;468560102;NA;41322635;NA;NA;147181608;NA;NA;NA;136382117;NA;;;NA;715367788
Bolivia;BOL;2014;7120716;Latin America & Caribbean (excluding high income);Lower middle income;education;prim edu or less;199645325;19628172;NA;224137136;NA;NA;78831019;NA;NA;NA;41850563;NA;;;NA;401299655
Brazil;BRA;2014;152293155;Latin America & Caribbean (excluding high income);Upper middle income;education;secondary edu or more;747852819;747852819;NA;489311154;NA;NA;;NA;NA;NA;99266784;NA;424213985;;NA;352335564
Brazil;BRA;2014;152293155;Latin America & Caribbean (excluding high income);Upper middle income;education;prim edu or less;599467038;599467038;NA;295040441;NA;NA;;NA;NA;NA;213785925;NA;19285344;;NA;189564863
Canada;CAN;2014;29372810;High income;High income;education;secondary edu or more;99573819;99573819;NA;864886177;NA;NA;162729263;NA;NA;NA;364332471;NA;786940503;;NA;854442238
Canada;CAN;2014;29372810;High income;High income;education;prim edu or less;1;1;NA;738729653;NA;NA;202222977;NA;NA;NA;259038624;NA;664454125;;NA;629158453
Chile;CHL;2014;14064832;High income;High income;education;secondary edu or more;713099653;712468192;NA;426994402;NA;NA;;NA;NA;NA;149870355;NA;317828366;;NA;413339653
Chile;CHL;2014;14064832;High income;High income;education;prim edu or less;366842029;366842029;NA;299200869;NA;NA;;NA;NA;NA;312279002;NA;150676939;;NA;184293093
Colombia;COL;2014;34309704;Latin America & Caribbean (excluding high income);Upper middle income;education;secondary edu or more;461323696;457265408;NA;483742558;NA;NA;180967885;NA;NA;NA;;NA;178421364;;NA;509898204
Colombia;COL;2014;34309704;Latin America & Caribbean (excluding high income);Upper middle income;education;prim edu or less;196222083;183250065;NA;289120023;NA;NA;98302768;NA;NA;NA;;NA;25062542;;NA;245052964
Costa Rica;CRI;2014;3611461;Latin America & Caribbean (excluding high income);Upper middle income;education;secondary edu or more;733562212;733562212;NA;503251272;NA;NA;172000204;NA;NA;NA;;NA;181503146;;NA;688882202
Costa Rica;CRI;2014;3611461;Latin America & Caribbean (excluding high income);Upper middle income;education;prim edu or less;493980598;493980598;NA;335509781;NA;NA;939973;NA;NA;NA;;NA;81880344;;NA;429612955
Dominican Republic;DOM;2014;7152325;Latin America & Caribbean (excluding high income);Upper middle income;education;secondary edu or more;728178223;728178223;NA;649777057;NA;NA;262087585;NA;NA;NA;91754908;NA;179352686;;NA;703784943
Dominican Republic;DOM;2014;7152325;Latin America & Caribbean (excluding high income);Upper middle income;education;prim edu or less;412656713;410895352;NA;496638534;NA;NA;194048991;NA;NA;NA;148405957;NA;60569054;;NA;482659519
Ecuador;ECU;2014;11054660;Latin America & Caribbean (excluding high income);Upper middle income;education;secondary edu or more;513096368;513096368;NA;27342781;NA;NA;;NA;NA;NA;;NA;;;NA;360794457
Ecuador;ECU;2014;11054660;Latin America & Caribbean (excluding high income);Upper middle income;education;prim edu or less;298763389;298763389;NA;201687376;NA;NA;;NA;NA;NA;;NA;;;NA;192817325
El Salvador;SLV;2014;4304307;Latin America & Caribbean (excluding high income);Lower middle income;education;secondary edu or more;522125415;501664261;NA;500594383;NA;NA;159453943;NA;NA;NA;164253915;NA;;;NA;697210044
El Salvador;SLV;2014;4304307;Latin America & Caribbean (excluding high income);Lower middle income;education;prim edu or less;249136859;227990694;NA;423164541;NA;NA;96337556;NA;NA;NA;170796551;NA;;;NA;482586356
Guatemala;GTM;2014;9616393;Latin America & Caribbean (excluding high income);Upper middle income;education;secondary edu or more;531842797;524160852;NA;501055891;NA;NA;21804181;NA;NA;NA;;NA;;;NA;684643933
Guatemala;GTM;2014;9616393;Latin America & Caribbean (excluding high income);Upper middle income;education;prim edu or less;261895122;258869932;NA;387587185;NA;NA;165190204;NA;NA;NA;;NA;;;NA;39593608
Haiti;HTI;2014;6636287;Latin America & Caribbean (excluding high income);Lower middle income;education;secondary edu or more;228503987;213171146;NA;48680017;NA;NA;28593109;NA;NA;NA;;NA;;;NA;483221685
Haiti;HTI;2014;6636287;Latin America & Caribbean (excluding high income);Lower middle income;education;prim edu or less;111090794;100687972;NA;458788775;NA;NA;23734889;NA;NA;NA;;NA;;;NA;380099857
Honduras;HND;2014;5672647;Latin America & Caribbean (excluding high income);Lower middle income;education;secondary edu or more;446198309;422897011;NA;475102804;NA;NA;186073675;NA;NA;NA;;NA;;;NA;532547883
Honduras;HND;2014;5672647;Latin America & Caribbean (excluding high income);Lower middle income;education;prim edu or less;214059519;206443813;NA;397006088;NA;NA;180663059;NA;NA;NA;;NA;;;NA;292628952
Jamaica;JAM;2014;2096466;Latin America & Caribbean (excluding high income);Upper middle income;education;secondary edu or more;813625907;81207701;NA;53558796;NA;NA;325384547;NA;NA;NA;102171394;NA;162514013;122748668;NA;793688629
Jamaica;JAM;2014;2096466;Latin America & Caribbean (excluding high income);Upper middle income;education;prim edu or less;704865114;704865114;NA;380995021;NA;NA;225740263;NA;NA;NA;152581069;NA;75295888;156776153;NA;605640253
Mexico;MEX;2014;84399247;Latin America & Caribbean (excluding high income);Upper middle income;education;secondary edu or more;462290373;459388174;NA;58110585;NA;NA;259275169;NA;NA;NA;138723446;NA;232697651;;NA;632491583
Mexico;MEX;2014;84399247;Latin America & Caribbean (excluding high income);Upper middle income;education;prim edu or less;300333849;293695813;NA;467632787;NA;NA;266472163;NA;NA;NA;240988734;NA;10373056;;NA;521594166
Nicaragua;NIC;2014;4012287;Latin America & Caribbean (excluding high income);Lower middle income;education;secondary edu or more;263604011;255200776;NA;502708577;NA;NA;211662624;NA;NA;NA;;NA;;;NA;630994324
Nicaragua;NIC;2014;4012287;Latin America & Caribbean (excluding high income);Lower middle income;education;prim edu or less;7986933;78241383;NA;313347595;NA;NA;9494906;NA;NA;NA;;NA;;;NA;317018161
Panama;PAN;2014;2737867;High income;High income;education;secondary edu or more;504868994;503501964;NA;542118567;NA;NA;237756523;NA;NA;NA;100441191;NA;;;NA;652509372
Panama;PAN;2014;2737867;High income;High income;education;prim edu or less;232185604;225628649;NA;387373803;NA;NA;178124035;NA;NA;NA;175046847;NA;;;NA;53392862
Peru;PER;2014;21413567;Latin America & Caribbean (excluding high income);Upper middle income;education;secondary edu or more;331383825;331383825;NA;348596161;NA;NA;108744297;NA;NA;NA;;NA;140173838;;NA;428626485
Peru;PER;2014;21413567;Latin America & Caribbean (excluding high income);Upper middle income;education;prim edu or less;120359187;120359187;NA;216016379;NA;NA;86446264;NA;NA;NA;;NA;20527824;;NA;248919118
Puerto Rico;PRI;2014;2955855;High income;High income;education;secondary edu or more;775070889;775070889;NA;433219274;NA;NA;119420552;NA;NA;NA;156441578;NA;296589732;;NA;498656408
Puerto Rico;PRI;2014;2955855;High income;High income;education;prim edu or less;489506793;489506793;NA;22081475;NA;NA;56097536;NA;NA;NA;122078456;NA;78945721;;NA;269609649
United States;USA;2014;254715188;High income;High income;education;secondary edu or more;9434539;9434539;NA;783948208;NA;NA;198257686;NA;NA;NA;244467697;NA;608111205;;NA;765732909
United States;USA;2014;254715188;High income;High income;education;prim edu or less;598634244;598634244;NA;491147877;NA;NA;37461923;NA;NA;NA;18338721;NA;267294672;;NA;556749814
Uruguay;URY;2014;2625287;High income;High income;education;secondary edu or more;529690418;526910066;NA;589885684;NA;NA;;NA;NA;NA;113955638;NA;466404685;;NA;45284388
Uruguay;URY;2014;2625287;High income;High income;education;prim edu or less;328609595;327111663;NA;496613639;NA;NA;;NA;NA;NA;185445533;NA;279927889;;NA;268178383
Venezuela, RB;VEN;2014;21274157;Latin America & Caribbean (excluding high income);Upper middle income;education;secondary edu or more;639037796;636723567;NA;403394891;NA;NA;157449544;NA;NA;NA;;NA;271762497;;NA;502230856
Venezuela, RB;VEN;2014;21274157;Latin America & Caribbean (excluding high income);Upper middle income;education;prim edu or less;379312647;379312647;NA;296841146;NA;NA;151413686;NA;NA;NA;;NA;55618715;;NA;385165286
Argentina;ARG;2017;33036043;Latin America & Caribbean (excluding high income);Upper middle income;education;secondary edu or more;522781893;512466641;NA;462322277;NA;NA;20712909;NA;NA;NA;155519321;NA;30220113;;NA;398145018
Argentina;ARG;2017;33036043;Latin America & Caribbean (excluding high income);Upper middle income;education;prim edu or less;43047823;426361837;NA;236434132;NA;NA;78037927;NA;NA;NA;136563991;NA;140551733;;NA;152499546
Bolivia;BOL;2017;7571421;Latin America & Caribbean (excluding high income);Lower middle income;education;secondary edu or more;606876815;568537589;NA;495217256;NA;NA;303136413;NA;NA;NA;124344293;NA;;;NA;648327558
Bolivia;BOL;2017;7571421;Latin America & Caribbean (excluding high income);Lower middle income;education;prim edu or less;430468573;409997811;NA;358158655;NA;NA;201499727;NA;NA;NA;258725108;NA;;;NA;367426052
Brazil;BRA;2017;158478074;Latin America & Caribbean (excluding high income);Upper middle income;education;secondary edu or more;743877492;743877492;NA;46384497;NA;NA;14525509;NA;NA;NA;185506954;NA;325533576;;NA;381906602
Brazil;BRA;2017;158478074;Latin America & Caribbean (excluding high income);Upper middle income;education;prim edu or less;628971931;628971931;NA;275101728;NA;NA;118839596;NA;NA;NA;193951783;NA;17168776;;NA;220613502
Canada;CAN;2017;30253020;High income;High income;education;secondary edu or more;998651837;998651837;NA;885646007;NA;NA;143422831;NA;NA;NA;325831741;0.238300112;832539291;;NA;802493458
Canada;CAN;2017;30253020;High income;High income;education;prim edu or less;947322491;947322491;NA;758950037;NA;NA;88179116;NA;NA;NA;326166851;0.396422096;509958744;;NA;670633978
Chile;CHL;2017;14675996;High income;High income;education;secondary edu or more;809238214;805461249;0.235587758;513423201;NA;NA;175695086;NA;NA;NA;210349281;0.088429791;34541382;;NA;559139648
Chile;CHL;2017;14675996;High income;High income;education;prim edu or less;541800244;532490615;0.035901731;268835799;NA;NA;78361968;NA;NA;NA;265709039;0.302681582;153906797;;NA;284454142
Colombia;COL;2017;36092425;Latin America & Caribbean (excluding high income);Upper middle income;education;secondary edu or more;533371352;525466442;NA;49665986;NA;NA;259541192;NA;NA;NA;1052952;NA;18547734;;NA;465708999
Colombia;COL;2017;36092425;Latin America & Caribbean (excluding high income);Upper middle income;education;prim edu or less;32779205;317723485;NA;269668907;NA;NA;1115518;NA;NA;NA;172458872;NA;59665386;;NA;253791421
Costa Rica;CRI;2017;3790388;Latin America & Caribbean (excluding high income);Upper middle income;education;secondary edu or more;732614776;732614776;NA;407810509;NA;NA;188571914;NA;NA;NA;120427789;0.08155747;16641776;;NA;668963416
Costa Rica;CRI;2017;3790388;Latin America & Caribbean (excluding high income);Upper middle income;education;prim edu or less;572589628;572589628;NA;25247308;NA;NA;66885118;NA;NA;NA;148444148;0.160539886;82568647;;NA;401710034
Dominican Republic;DOM;2017;7508555;Latin America & Caribbean (excluding high income);Upper middle income;education;secondary edu or more;725319985;714468803;NA;635044944;NA;NA;226580021;NA;NA;NA;95451978;NA;246533837;;NA;639288301
Dominican Republic;DOM;2017;7508555;Latin America & Caribbean (excluding high income);Upper middle income;education;prim edu or less;433920824;416331187;NA;412907316;NA;NA;170786012;NA;NA;NA;161266002;NA;86020376;;NA;425817326
Ecuador;ECU;2017;11800828;Latin America & Caribbean (excluding high income);Upper middle income;education;secondary edu or more;55005494;54493032;NA;342455923;NA;NA;147329486;NA;NA;NA;;NA;;;NA;393119265
Ecuador;ECU;2017;11800828;Latin America & Caribbean (excluding high income);Upper middle income;education;prim edu or less;406512971;406512971;NA;254035349;NA;NA;89344597;NA;NA;NA;;NA;;;NA;186848891
El Salvador;SLV;2017;4464670;Latin America & Caribbean (excluding high income);Lower middle income;education;secondary edu or more;398486025;386466051;NA;263472425;NA;NA;;NA;NA;NA;;NA;;;NA;446179744
El Salvador;SLV;2017;4464670;Latin America & Caribbean (excluding high income);Lower middle income;education;prim edu or less;204913108;196660424;NA;186962621;NA;NA;;NA;NA;NA;;NA;;;NA;309921367
